Order Number,CustomerID,Sales Channel,Order Date,Order Shipping Country,Order Items Gross,Order Shipping Gross GBP,Order Gross Total GBP,Order Net Total GBP,Order Status,Order Shipping Service,Order Discount Code
#0001483,7771,Gymshark UK Shopify Store,20/04/2016,United Kingdom,55.07,0,55.07,45.89,fulfilled,Shipping,
#0012796,7771,Gymshark UK Shopify Store,22/04/2016,United Kingdom,48.2,4.99,53.19,44.33,fulfilled,Shipping,
#0008832,7771,Gymshark UK Shopify Store,29/04/2016,United Kingdom,30.5,4.99,35.49,29.58,fulfilled,Shipping,
#0014043,7771,Gymshark UK Shopify Store,03/06/2016,United Kingdom,30.5,4.99,35.49,29.58,fulfilled,Shipping,
#0007139,7771,Gymshark UK Shopify Store,05/06/2016,United Kingdom,18.7,4.99,23.69,19.74,fulfilled,Shipping,
#0007638,7771,Gymshark UK Shopify Store,14/06/2016,United Kingdom,24.6,4.99,29.59,24.66,fulfilled,Shipping,
#0008594,7771,Gymshark UK Shopify Store,04/07/2016,United Kingdom,36.2,5,41.2,34.33,fulfilled,Shipping,
#0003774,7771,Gymshark UK Shopify Store,07/07/2016,United Kingdom,31,5,36,30,fulfilled,Shipping,
#0008659,7771,Gymshark UK Shopify Store,15/07/2016,United Kingdom,45,5,50,41.67,fulfilled,Shipping,
#0007655,7771,Gymshark UK Shopify Store,12/08/2016,United Kingdom,29,5,34,28.33,fulfilled,Shipping,
#0013916,7771,Gymshark UK Shopify Store,12/08/2016,United Kingdom,31,5,36,30,fulfilled,Shipping,
#0012012,7771,Gymshark UK Shopify Store,29/08/2016,United Kingdom,45,5,50,41.67,fulfilled,Shipping,
#0013082,7771,Gymshark UK Shopify Store,07/09/2016,United Kingdom,31,5,36,30,fulfilled,Shipping,
#0000877,7771,Gymshark UK Shopify Store,14/09/2016,United Kingdom,58,6,64,53.33,fulfilled,Express Next Day,
#0000593,7771,Gymshark UK Shopify Store,15/11/2016,United Kingdom,32,6,38,31.67,fulfilled,Express Next Day,
#0000787,7771,Gymshark UK Shopify Store,15/11/2016,United Kingdom,25.2,6,31.2,26,fulfilled,Express Next Day,UKWELCOME-6C36BSE6
#0006905,7771,Gymshark UK Shopify Store,25/11/2016,United Kingdom,46.4,0,46.4,38.67,fulfilled,Standard (3-5 Working Days),
#0009740,7771,Gymshark UK Shopify Store,01/12/2016,United Kingdom,0,0,0,0,fulfilled,Standard (3-5 Working Days),CUSTOM DISCOUNT
#0001568,7771,Gymshark UK Shopify Store,17/02/2017,United Kingdom,38,6,44,36.67,fulfilled,Express Next Day,
#0007322,7771,Gymshark UK Shopify Store,14/03/2017,United Kingdom,22,6,28,23.33,fulfilled,Express Next Day,
#0011569,7771,Gymshark UK Shopify Store,24/03/2017,United Kingdom,24,6,30,25,Unfulfilled,Next Working Day,
#0004920,7771,Gymshark UK Shopify Store,02/06/2017,United Kingdom,0,0,0,0,fulfilled,Next Working Day,REPLACEMENT
#0006867,7771,Gymshark UK Shopify Store,03/07/2017,United Kingdom,49.28,0,49.28,41.07,fulfilled,Standard (3-5 Working Days),DDS12
#0001691,7771,Gymshark UK Shopify Store,13/10/2017,United Kingdom,35.2,6,41.2,34.33,Billed,Next Working Day,DDS12
#0000929,7771,Gymshark UK Shopify Store,09/11/2017,United Kingdom,44,6,50,41.66,Billed,Next Working Day,DDS12
#0013332,7771,Gymshark UK Shopify Store,03/01/2018,United Kingdom,24.64,6,30.64,25.53,Billed,Next Working Day,DDS12
#0005578,7771,Gymshark UK Shopify Store,03/04/2018,United Kingdom,59.84,6,65.84,54.86,Billed,Next Working Day,DDS12
#0014009,7771,Gymshark Manual Order,09/11/2018,United Kingdom,0,0,0,0,Billed,Free shipping - Internal,
#0011382,7773,Gymshark UK Shopify Store,06/05/2019,United Kingdom,35,6,41,34.17,Billed,Next Working Day (free over £65),
#0007211,7774,Gymshark USA Shopify Store,23/11/2018,United States,39.75,3.88,43.63,43.63,Billed,Standard (4-7 Working Days),
#0003825,7775,Gymshark UK Shopify Store,07/12/2018,United Kingdom,109,0,109,90.84,Billed,Next Working Day,
#0001700,7779,Gymshark DE Shopify Store,14/09/2017,Germany,46.76,0,46.76,39.3,Billed,Standard (3-5 Working Days),
#0002077,7779,Gymshark DE Shopify Store,19/09/2017,Germany,46.05,0,46.05,38.7,Billed,Standard (3-5 Working Days),
#0005987,7780,Gymshark UK Shopify Store,05/06/2017,United Kingdom,32,4,36,30,fulfilled,Standard (3-5 Working Days),
#0003488,7780,Gymshark UK Shopify Store,12/10/2017,United Kingdom,40,0,40,33.33,Billed,Standard (3-5 Working Days),
#0000941,7780,Gymshark UK Shopify Store,24/09/2018,United Kingdom,30,4,34,28.33,Billed,Standard (2 Working Days),
#0004726,7780,Gymshark UK Shopify Store,01/10/2018,United Kingdom,15,4,19,15.83,Billed,Standard (2 Working Days),
#0007700,7780,Gymshark UK Shopify Store,30/11/2018,United Kingdom,40,0,40,33.33,Billed,Standard (2 Working Days),
#0006785,7784,Gymshark USA Shopify Store,23/01/2018,United States,87.52,0,87.52,87.52,Billed,Standard (7-14 Working Days),AFUSCCSAVE15
#0011122,7784,Gymshark USA Shopify Store,23/05/2018,United States,122.95,0,122.95,122.95,Billed,Failed Shipment Mapping,AFSAVE90
#0002974,7786,Gymshark UK Shopify Store,09/01/2018,United Kingdom,74,0,74,61.67,Billed,Standard (3-5 Working Days),
#0003023,7787,Gymshark USA Shopify Store,10/02/2016,United States,99.69,0,99.69,99.69,fulfilled,Shipping,
#0008632,7787,Gymshark USA Shopify Store,15/06/2016,United States,35.82,9.12,44.94,44.94,fulfilled,Shipping,
#0012264,7787,Gymshark USA Shopify Store,20/06/2016,United States,61.1,9.12,70.22,70.22,fulfilled,Shipping,
#0013848,7787,Gymshark USA Shopify Store,28/10/2016,United States,117.39,0,117.39,117.39,fulfilled,Standard,SAVEFIVE
#0012141,7787,Gymshark USA Shopify Store,09/12/2018,United States,39.26,3.93,43.19,43.19,Billed,Standard (4-7 Working Days),
#0010286,7787,Gymshark USA Shopify Store,09/04/2019,United States,22.94,3.82,26.76,26.76,Billed,Standard (4-7 Working Days),
#0001372,7789,Gymshark USA Shopify Store,10/02/2016,United States,37.7,9.07,46.77,46.77,fulfilled,Shipping,
#0002716,7789,Gymshark USA Shopify Store,18/04/2016,United States,18.2,9.09,27.29,27.29,fulfilled,Shipping,
#0012215,7789,Gymshark USA Shopify Store,16/11/2016,United States,59.52,12.07,71.59,71.59,fulfilled,Express (1-2 Working Days),
#0010405,7790,Gymshark UK Shopify Store,01/02/2016,United Kingdom,20.49,2.49,22.98,19.15,fulfilled,Shipping,
#0006826,7792,Gymshark UK Shopify Store,08/03/2017,United Kingdom,14.4,4,18.4,15.33,fulfilled,Standard (3-5 Working Days),UKWELCOME-T4S49FB4
#0013844,7794,Gymshark AUS Shopify Store,19/11/2018,Australia,36.45,5.7,42.15,38.32,Billed,Standard (7-14 Working Days),
#0005684,7795,Gymshark USA Shopify Store,17/09/2017,United States,97.17,0,97.17,97.17,Billed,Standard (7-14 Working Days),
#0002247,7795,Gymshark USA Shopify Store,11/06/2018,United States,64.14,0,64.14,64.14,Billed,Standard (7-14 Working Days),
#0001720,7797,Gymshark ROW Shopify Store,11/11/2017,United States,33.12,7.58,40.7,40.7,Billed,Standard (7-14 Working Days),35AFF
#0005444,7800,Gymshark USA Shopify Store,03/07/2018,United States,14.39,7.61,22,22,Billed,Standard (7-14 Working Days),SBUS10-R3RVY4
#0002718,7800,Gymshark USA Shopify Store,20/02/2019,United States,69.76,0,69.76,69.76,Billed,Standard (4-7 Working Days),AFSBUS10-JDN6SJ
#0001148,7800,Gymshark USA Shopify Store,09/03/2019,United States,42.26,3.84,46.1,46.1,Billed,Standard (4-7 Working Days),
#0008619,7803,Gymshark UK Shopify Store,04/11/2018,United Kingdom,103.5,0,103.5,86.25,Billed,Next Working Day,SBAUG10-8CG8YS
#0006035,7803,Gymshark UK Shopify Store,19/11/2018,United Kingdom,24.84,4,28.84,24.03,Billed,Standard (2 Working Days),AFSBUK10-QCB3AF
#0003158,7803,Gymshark UK Shopify Store,31/01/2019,United Kingdom,74.24,0,74.24,61.87,Billed,Next Working Day,AFSBUK-RZUPUZ
#0006449,7804,Gymshark USA Shopify Store,20/11/2017,United States,58.73,0,58.73,58.73,Billed,Standard (7-14 Working Days),
#0014250,7805,Gymshark EU Shopify Store,16/08/2018,Netherlands,89.47,0,89.47,73.95,Billed,Standard (2-3 Working Days),
#0001021,7805,Gymshark EU Shopify Store,30/10/2018,Netherlands,26.66,4.44,31.1,25.7,Billed,Standard (2-3 Working Days),
#0002680,7805,Gymshark EU Shopify Store,20/11/2018,Netherlands,48.46,0,48.46,40.05,Billed,Standard (2-3 Working Days),
#0013988,7805,Gymshark EU Shopify Store,15/04/2019,Netherlands,20.72,4.32,25.04,20.69,Billed,Standard (2-3 Working Days),
#0013953,7805,Gymshark EU Shopify Store,17/04/2019,Netherlands,20.77,4.32,25.09,20.73,Billed,Standard (2-3 Working Days),
#0008033,7808,Gymshark USA Shopify Store,24/04/2018,United States,129.34,0,129.34,129.34,Billed,Standard (7-14 Working Days),
#0008438,7810,Gymshark USA Shopify Store,20/09/2017,United States,55.93,0,55.93,55.93,Billed,Standard (7-14 Working Days),USWELCOME-378D55D9
#0011039,7810,Gymshark USA Shopify Store,01/01/2018,United States,65.22,0,65.22,65.22,Billed,Standard (7-14 Working Days),
#0003033,7810,Gymshark USA Shopify Store,15/02/2018,United States,107.15,0,107.15,107.15,Billed,Failed Shipment Mapping,SBUS10-DETW77
#0005504,7810,Gymshark USA Shopify Store,03/03/2018,United States,57.3,0,57.3,57.3,Billed,Standard (7-14 Working Days),SBUS10-5DV62S
#0008919,7810,Gymshark USA Shopify Store,03/04/2018,United States,56.34,0,56.34,56.34,Billed,Standard (7-14 Working Days),SBUS10-BVR6VN
#0005472,7811,Gymshark SWE Shopify Store,08/04/2019,Sweden,197.91,0,197.91,158.33,Billed,Standard (3-5 Working Days),
#0007617,7811,Gymshark SWE Shopify Store,15/05/2019,Sweden,80.6,0,80.6,64.48,Billed,Standard (3-5 Working Days),
#0001656,7812,Gymshark UK Shopify Store,25/09/2016,United Kingdom,53.28,0,53.28,44.4,fulfilled,Standard (3-5 Working Day,AFFILIATE10
#0008955,7813,Gymshark UK Shopify Store,15/02/2018,United Kingdom,36,0,36,30,Billed,Standard (3-5 Working Days),
#0013398,7814,Gymshark DE Shopify Store,04/03/2019,Germany,64.39,0,64.39,54.11,Billed,Standard (2-3 Working Days),
#0003447,7815,Gymshark DE Shopify Store,02/04/2019,Germany,201.44,0,201.44,169.28,Billed,Express (1-2 Working Days),
#0004166,7819,Gymshark USA Shopify Store,24/03/2017,United States,61.62,0,61.62,61.62,Unfulfilled,Standard (7-14 Working Days),
#0007584,7820,Gymshark USA Shopify Store,28/03/2019,United States,64.83,0,64.83,64.83,Billed,Standard (4-7 Working Days),AFUSSB10-GZ89UJ
#0009818,7821,Gymshark UK Shopify Store,16/02/2016,United Kingdom,34.9,2.49,37.39,31.16,fulfilled,Shipping,
#0008433,7821,Gymshark UK Shopify Store,13/12/2017,United Kingdom,20,4,24,20,Billed,Standard (3-5 Working Days),
#0007428,7823,Gymshark AUS Shopify Store,25/01/2019,New Zealand,62.31,5.42,67.73,67.73,Billed,Standard (7-14 Working Days),
#0013651,7824,Gymshark UK Shopify Store,02/07/2018,United Kingdom,50.8,0,50.8,42.33,Billed,Standard (3-5 Working Days),
#0002801,7825,Gymshark UK Shopify Store,22/11/2018,United Kingdom,131.2,0,131.2,109.33,Billed,Standard (2 Working Days),
#0002518,7826,Gymshark UK Shopify Store,19/11/2018,United Kingdom,40,0,40,33.34,Billed,Standard (2 Working Days),
#0008914,7833,Gymshark FRA Shopify Store,20/09/2018,France,54.86,0,54.86,45.71,Billed,Standard (2-3 Working Days),PARTFRRAD10
#0012702,7833,Gymshark FRA Shopify Store,29/04/2019,France,116.49,0,116.49,97.07,Billed,Express (1-2 Working Days),AFFRAFI
#0008994,7834,Gymshark UK Shopify Store,07/09/2018,United Kingdom,10,4,14,11.66,Billed,Standard (2 Working Days),
#0007721,7835,Gymshark ROW Shopify Store,14/02/2017,Australia,164.25,13.62,177.87,177.87,fulfilled,Express (2-4 Working Days),GSFIT10
#0010574,7836,Gymshark CAN Shopify Store,26/01/2019,Canada,45.87,2.87,48.74,48.74,Billed,Standard (5-10 Working Days),
#0005792,7837,Gymshark USA Shopify Store,12/11/2016,United States,27.51,8.04,35.55,35.55,fulfilled,Standard (7-14 Working Days),SAVEFIVE
#0009614,7838,Gymshark USA Shopify Store,20/10/2017,United States,35.09,11.44,46.53,46.53,Billed,Express (1-2 Working Days),
#0000850,7842,Gymshark UK Shopify Store,26/10/2018,United Kingdom,44,0,44,36.67,Billed,Standard (2 Working Days),
#0012115,7844,Gymshark USA Shopify Store,16/10/2017,United States,72.22,0,72.22,72.22,Billed,Standard (7-14 Working Days),
#0007775,7847,Gymshark USA Shopify Store,21/07/2017,United States,34.61,7.69,42.3,42.3,fulfilled,Standard (7-14 Working Days),USWELCOME-E5BTS2D8
#0011636,7847,Gymshark USA Shopify Store,29/12/2017,United States,29.72,7.43,37.15,37.15,Billed,Standard (7-14 Working Days),
#0001061,7847,Gymshark USA Shopify Store,11/01/2018,United States,113.41,0,113.41,113.41,Billed,Failed Shipment Mapping,SBUS10-BV8SRU
#0013615,7847,Gymshark USA Shopify Store,17/01/2018,United States,143.72,0,143.72,143.72,Billed,Failed Shipment Mapping,SBUS10-E6Y9MN
#0013190,7847,Gymshark USA Shopify Store,27/04/2018,United States,80.24,0,80.24,80.24,Billed,Standard (7-14 Working Days),SBUS10-XT82CD
#0014178,7847,Gymshark USA Shopify Store,01/06/2018,United States,27.14,7.54,34.68,34.68,Billed,Standard (7-14 Working Days),SBUS10-4WGZHR
#0003935,7848,Gymshark USA Shopify Store,04/03/2019,United States,83.08,0,83.08,83.08,Billed,Standard (4-7 Working Days),
#0004581,7848,Gymshark USA Shopify Store,19/03/2019,United States,79.08,0,79.08,79.08,Billed,Standard (4-7 Working Days),
#0004297,7850,Gymshark EU Shopify Store,01/11/2018,Netherlands,48.56,0,48.56,40.13,Billed,Standard (2-3 Working Days),
#0007920,7850,Gymshark EU Shopify Store,28/01/2019,Netherlands,43.26,0,43.26,35.75,Billed,Standard (2-3 Working Days),
#0007312,7852,Gymshark USA Shopify Store,08/05/2015,Australia,14.56,3.88,18.44,18.44,fulfilled,Australia Express Tracked Shipping,GUZMAN10
#0003692,7852,Gymshark USA Shopify Store,15/06/2015,Australia,29.49,3.85,33.34,33.34,fulfilled,Australia Express Tracked Shipping,GUZMAN10
#0006694,7854,Gymshark UK Shopify Store,06/02/2018,United Kingdom,40,0,40,33.33,Billed,Standard (3-5 Working Days),
#0011299,7855,Gymshark UK Shopify Store,20/11/2017,United Kingdom,19,4,23,19.16,Billed,Standard (3-5 Working Days),
#0009548,7855,Gymshark UK Shopify Store,24/11/2017,United Kingdom,30,4,34,28.33,Billed,Standard (3-5 Working Days),
#0000576,7857,Gymshark USA Shopify Store,03/03/2018,Canada,14.5,7.25,21.75,21.75,Billed,Standard (7-14 Working Days),
#0001557,7859,Gymshark EU Shopify Store,25/11/2018,Switzerland,70.76,0,70.76,70.76,Billed,Standard (3-5 Working Days),
#0003443,7860,Gymshark USA Shopify Store,23/11/2018,United States,18.48,3.88,22.36,22.36,Billed,Standard (4-7 Working Days),
#0006687,7862,Gymshark USA Shopify Store,02/06/2017,United States,49.24,7.82,57.06,57.06,fulfilled,Standard (7-14 Working Days),
#0000470,7863,Gymshark AUS Shopify Store,19/11/2018,Australia,63.8,5.7,69.5,63.18,Billed,Standard (7-14 Working Days),
#0009084,7864,Gymshark UK Shopify Store,06/01/2018,United Kingdom,38,0,38,31.67,Billed,Next Working Day,HANNAHFREESHIP
#0013760,7865,Gymshark UK Shopify Store,21/11/2017,United Kingdom,25.2,4,29.2,24.33,Billed,Standard (3-5 Working Days),
#0012591,7865,Gymshark UK Shopify Store,19/11/2018,United Kingdom,28,4,32,26.66,Billed,Standard (2 Working Days),
#0009307,7867,Gymshark USA Shopify Store,23/11/2018,United States,49.73,3.91,53.64,53.64,Billed,Standard (4-7 Working Days),AFSBUS10-9XAMSG
#0004066,7867,Gymshark USA Shopify Store,29/03/2019,United States,93,0,93,93,Billed,Standard (4-7 Working Days),AFUSSB10-5KG9EP
#0004135,7869,Gymshark USA Shopify Store,25/11/2016,United States,21.4,8.04,29.44,29.44,fulfilled,Standard (7-14 Working Days),
#0005977,7870,Gymshark USA Shopify Store,17/01/2017,United States,35.68,12.16,47.85,47.85,fulfilled,Express (1-2 Working Days),
#0009020,7873,Gymshark DE Shopify Store,19/11/2018,Germany,179.84,0,179.84,151.13,Billed,Standard (2-3 Working Days),
#0001566,7878,Gymshark DE Shopify Store,31/07/2017,Germany,46.05,0,46.05,38.7,fulfilled,Standard (3-5 Working Days),
#0005251,7879,Gymshark FIN Shopify Store,25/11/2018,Finland,70.76,0,70.76,57.07,Billed,Standard (4-7 Working Days),
#0000266,7883,Gymshark USA Shopify Store,21/12/2018,United States,17.38,3.95,21.33,21.33,Billed,Standard (4-7 Working Days),
#0011705,7883,Gymshark USA Shopify Store,05/01/2019,United States,72.31,0,72.31,72.31,Billed,Standard (4-7 Working Days),
#0003493,7883,Gymshark USA Shopify Store,09/02/2019,United States,71.05,0,71.05,71.05,Billed,Standard (4-7 Working Days),
#0007819,7883,Gymshark USA Shopify Store,04/03/2019,United States,33.99,3.78,37.77,37.77,Billed,Standard (4-7 Working Days),
#0006893,7883,Gymshark USA Shopify Store,01/04/2019,United States,23.02,3.84,26.86,26.86,Billed,Standard (4-7 Working Days),
#0009607,7883,Gymshark USA Shopify Store,15/04/2019,United States,32.13,3.82,35.95,35.95,Billed,Standard (4-7 Working Days),
#0003821,7883,Gymshark USA Shopify Store,09/05/2019,United States,34.59,3.84,38.43,38.43,Billed,Standard (4-7 Working Days),
#0005416,7886,Gymshark FRA Shopify Store,16/03/2019,France,17.03,4.26,21.29,17.75,Billed,Standard (2-3 Working Days),
#0002608,7886,Gymshark FRA Shopify Store,20/03/2019,France,17.12,4.28,21.4,17.84,Billed,Standard (2-3 Working Days),
#0000051,7887,Gymshark USA Shopify Store,30/12/2018,United States,27.56,3.94,31.5,31.5,Billed,Standard (4-7 Working Days),
#0003598,7889,Gymshark USA Shopify Store,18/05/2018,United States,68.1,0,68.1,68.1,Billed,Standard (7-14 Working Days),
#0003464,7890,Gymshark UK Shopify Store,25/01/2019,United Kingdom,67,0,67,55.83,Billed,Next Working Day,
#0009918,7894,Gymshark USA Shopify Store,23/10/2017,United States,34.85,7.58,42.43,42.43,Billed,Standard (7-14 Working Days),
#0000372,7895,Gymshark USA Shopify Store,08/08/2018,United States,130.76,0,130.76,130.76,Billed,Failed Shipment Mapping,RTPART10
#0005799,7897,Gymshark UK Shopify Store,13/08/2018,United Kingdom,115,0,115,95.83,Billed,Next Working Day,
#0011496,7897,Gymshark UK Shopify Store,22/11/2018,United Kingdom,67.2,0,67.2,56.01,Billed,Standard (2 Working Days),
#0013515,7900,Gymshark DE Shopify Store,31/03/2019,Germany,136.02,0,136.02,114.31,Billed,Express (1-2 Working Days),
#0005831,7901,Gymshark UK Shopify Store,18/04/2018,United Kingdom,52.6,0,52.6,43.84,Billed,Standard (3-5 Working Days),
#0010030,7902,Gymshark USA Shopify Store,29/11/2016,United States,63.06,0,63.06,63.06,fulfilled,Standard (7-14 Working Days),
#0001505,7903,Gymshark UK Shopify Store,11/12/2018,United Kingdom,25,4,29,24.16,Billed,Standard (2 Working Days),
#0008172,7904,Gymshark UK Shopify Store,23/04/2018,United Kingdom,42.08,0,42.08,35.06,Billed,Standard (3-5 Working Days),SBUK20LD-GYS832
#0008923,7905,Gymshark USA Shopify Store,26/10/2018,United States,66.33,0,66.33,66.33,Billed,Standard (4-7 Working Days),PARTRT90
#0007701,7907,Gymshark EU Shopify Store,05/04/2016,Germany,46.09,4.29,50.38,42.34,fulfilled,Shipping,
#0006736,7907,Gymshark EU Shopify Store,27/09/2016,Germany,11.08,7.67,18.75,15.75,fulfilled,Standard (3-5 Working Days),
#0007266,7907,Gymshark DE Shopify Store,23/01/2018,Germany,74.5,0,74.5,62.61,Billed,Standard (3-5 Working Days),
#0012292,7911,Gymshark UK Shopify Store,02/12/2018,United Kingdom,20,4,24,20,Billed,Standard (2 Working Days),
#0013550,7912,Gymshark USA Shopify Store,14/03/2019,United States,11.32,3.77,15.09,15.09,Billed,Standard (4-7 Working Days),
#0002816,7913,Gymshark UK Shopify Store,10/02/2018,United Kingdom,142.2,6,148.2,123.5,Billed,Next Working Day,AFUKVC10
#0007437,7913,Gymshark UK Shopify Store,25/02/2018,United Kingdom,49,0,49,40.84,Billed,Standard (3-5 Working Days),
#0011706,7913,Gymshark UK Shopify Store,17/06/2018,United Kingdom,25.2,4,29.2,24.33,Billed,Standard (3-5 Working Days),SBUKMAY10-JURVCP
#0009385,7913,Gymshark UK Shopify Store,20/08/2018,United Kingdom,30.6,4,34.6,28.84,Billed,Standard (2 Working Days),SBUKMAY10-DMQ288
#0009038,7913,Gymshark UK Shopify Store,17/09/2018,United Kingdom,24.3,4,28.3,23.58,Billed,Standard (2 Working Days),SBUK10-8PXWDV
#0006102,7913,Gymshark UK Shopify Store,25/11/2018,United Kingdom,18,4,22,18.33,Billed,Standard (2 Working Days),AFSBUK10-EVTGX8
#0010330,7913,Gymshark UK Shopify Store,09/12/2018,United Kingdom,18,4,22,18.33,Billed,Standard (2 Working Days),AFSBUK10-4X4TUB
#0006113,7913,Gymshark UK Shopify Store,26/12/2018,United Kingdom,76.5,0,76.5,63.76,Billed,Next Working Day,AFSBUK10-TAF5YC
#0009573,7913,Gymshark UK Shopify Store,08/02/2019,United Kingdom,58.5,0,58.5,48.74,Billed,Next Working Day,AFSBUK-TFFBND
#0002373,7915,Gymshark UK Shopify Store,04/04/2016,United Kingdom,53.1,0,53.1,44.25,fulfilled,Shipping,
#0014160,7915,Gymshark UK Shopify Store,10/04/2016,United Kingdom,25.87,2.49,28.36,23.63,fulfilled,Shipping,
