Order Number,CustomerID,Item Quantity,Item SKU,Item Subtotal (Inc Disc),Item Discount GBP,Item Gross Total GBP,Item Tax Value GBP,Item Net Total GBP
#0009207,6635,1,GLLG028-BK/WH-M,33.64,0,33.64,5.37,28.27
#0009208,6131,1,GLLG042-BK-XS,21,0,21,0,21
#0009209,7619,1,GLLG028-BK/KH-S,22.62,0,22.62,0,22.62
#0009209,7619,1,GLCT007-TP-M,19.79,0,19.79,0,19.79
#0009210,2364,1,GLLG016-BKM-XS,35.98,0,35.98,0,35.98
#0009210,2364,1,GLSB017-BK-S,27.35,0,27.35,0,27.35
#0009210,2364,1,GLLG052-BK-S,33.1,0,33.1,0,33.1
#0009210,2364,1,GLLG015-BTM/CP-S,27.35,0,27.35,0,27.35
#0009211,3148,1,GLLG015-GLM/SP-S,28.84,0,28.84,0,28.84
#0009212,8289,1,GLLT026-BKM-XS,30,1.56,28.44,4.74,23.7
#0009212,8289,1,GLSB021-BKM-XS,24,1.25,22.75,3.79,18.95
#0009212,8289,1,GLLG042-BK-XS,42,2.19,39.81,6.63,33.18
#0009213,3932,1,GLLG1830-BKM-XS,37.32,0,37.32,3.39,33.93
#0009214,1999,1,GLLG058-CHM/PHP-XS,21.62,0,21.62,0,21.62
#0009215,5900,1,GLLG1824-BK/CH-L,38.54,0,38.54,0,38.54
#0009216,857,1,GLLG041-PW-M,30.4,0,30.4,5.07,25.33
#0009216,857,1,GLLG016-SGM-M,32,0,32,5.33,26.67
#0009217,8150,1,GLLG049-BK/BKM-XS,20.15,0,20.15,1.83,18.32
#0009217,8150,1,GMHD022-BK-M,21.27,0,21.27,1.93,19.34
#0009217,8150,1,GMHD028-PT-M,19.59,0,19.59,1.78,17.81
#0009217,8150,1,GLLG080-BK-S,25.08,0,25.08,2.28,22.8
#0009218,7928,1,GLLG1824-WHKM/BSN-S,37.72,0,37.72,0,37.72
#0009219,1770,1,GLLG1828-BK-XS,0,0,0,0,0
#0009221,5329,1,GLLG3108-BK/CH/SG-M,34.36,3.44,30.92,0,30.92
#0009221,5329,1,GLSB3107-BK/CH/SG-M,26.72,2.67,24.05,0,24.05
#0009224,1871,1,GLLG1828-DPK-M,42.08,4.21,37.87,0,37.87
#0009224,1871,1,GLSB1879-BK-M,30.61,3.06,27.55,0,27.55
#0009224,1871,1,GLLG062-WKH-M,42.08,4.21,37.87,0,37.87
#0009225,752,1,GLLG035-IND/BK-S,35.23,0,35.23,0,35.23
#0009226,1380,1,GLLG1828-IND-S,32.94,3.3,29.64,5.15,24.49
#0009226,1380,1,GLSB1876-IND-S,20.96,2.1,18.86,3.28,15.59
#0009227,4665,1,GLLT025-SB-M,20.39,0,20.39,0,20.39
#0009227,4665,1,GMST050-CF-M,20.39,0,20.39,0,20.39
#0009227,4665,1,GLLT026-PWM-M,29.13,0,29.13,0,29.13
#0009227,4665,1,GMST019-WH-M,17.48,0,17.48,0,17.48
#0009227,4665,1,GMST034-DB/WH-M,13.11,0,13.11,0,13.11
#0009228,8698,1,GLLG1830-DPKM-S,43.03,0,43.03,7.17,35.86
#0009229,5432,1,GMLT1945-CHM-M,21.04,0,21.04,4.21,16.83
#0009229,5432,1,GMJG034-BK-M,33.06,0,33.06,6.61,26.45
#0009230,2429,1,GLLG1826-BK-S,31.99,0,31.99,5.55,26.44
#0009230,2429,1,GLLG1826-ST-S,31.99,0,31.99,5.55,26.44
#0009230,2429,1,GLCT1846-BK-S,24.88,0,24.88,4.32,20.56
#0009230,2429,1,GLCT1851-ST-S,17.78,0,17.78,3.09,14.69
#0009230,2429,1,GMSH024-NSP-M,11.54,0,11.54,2,9.54
#0009230,2429,1,GMST056-PC-M,6.93,0,6.93,1.2,5.73
#0009231,5845,1,GLLG051-BK-S,23.15,2.31,20.84,0,20.84
#0009231,5845,1,GLST016-BK-S,18.79,1.88,16.91,0,16.91
#0009232,7613,1,GLLG025-BK-XS,12,1.44,10.56,1.76,8.8
#0009232,7613,1,GLLG033-BK-XS,17,2.04,14.96,2.49,12.47
#0009233,3088,1,GMST050-WBG-M,21.21,0,21.21,0,21.21
#0009234,8833,1,GMSH006-BK-M,20,0,20,3.33,16.67
#0009234,8833,1,GMTK3078-BK-M,18,0,18,3,15
#0009235,6341,1,GLLG028-BK/WH-M,0,0,0,0,0
#0009236,4943,1,GLLG042-BK-M,48.25,0,48.25,8.37,39.88
#0009238,4304,1,GLLG035-IND/BK-S,19.62,0,19.62,0,19.62
#0009238,4304,1,GLCT005-IND/BK-M,15.69,0,15.69,0,15.69
#0009239,144,1,GLLG043-BK-M,44.35,0,44.35,7.39,36.96
#0009240,1361,1,GLLG1828-IND-M,29.81,0,29.81,0,29.81
#0009240,1361,1,GLSB1876-IND-S,21.68,0,21.68,0,21.68
#0009243,9381,1,GLLG028-CH/DPK-S,28.27,0,28.27,0,28.27
#0009244,826,1,GLPO011-GL-M,38,0,38,7.6,30.4
#0009244,826,1,GLLG076-GL-M,28.5,0,28.5,5.7,22.8
#0009245,6260,1,GLLG1830-DPKM-S,44.26,0,44.26,0,44.26
#0009245,6260,1,GLLG1830-DPKM-XS,44.26,0,44.26,0,44.26
#0009245,6260,1,GLCT1847-DPKM-S,30.98,0,30.98,0,30.98
#0009246,3055,1,GFETS-BK-L,20,0,20,3.33,16.67
#0009246,3055,1,GMHD017-BK/GLM-L,36,0,36,6,30
#0009246,3055,1,GFETS-NV-L,20,0,20,3.33,16.67
#0009247,9184,1,GMHD020-GLM-L,32.43,,30.81,0,30.81
#0009248,8060,1,GMST016-CRMM-L,30,,30,5,25
#0009248,8060,1,GMST016-SBM-L,30,,30,5,25
#0009250,2264,1,GLSB017-TP-S,32.29,0,32.29,5.16,27.13
#0009250,2264,1,GLLG042-TP-S,48.43,0,48.43,7.73,40.7
#0009251,9722,1,GABT003-PK,8,,8,1.33,6.67
#0009251,9722,1,GLLG008-MLT-S,40,,40,6.67,33.33
#0009251,9722,1,GLVT004-BK-S,18,,18,3,15
#0009253,8746,1,GLLG042-SKY-S,47.5,0,47.5,7.92,39.58
#0009255,127,1,GLSB024-DKRM/BSN-S,27.07,0,27.07,0,27.07
#0009256,9641,1,GLLG082-DT/IB-L,37.21,3.72,33.49,0,33.49
#0009257,6334,1,GLJG005-BK-XS,29.22,,26.3,0,26.3
#0009258,4451,1,GLSB024-BKM/CH-M,26,0,26,4.33,21.67
#0009258,4451,1,GLLG015-BKM/CH-M,32,0,32,5.33,26.67
#0009262,3543,1,GLCT021-BK/DT-S,24,0,24,4,20
#0009262,3543,1,GLCT023-BK/GL-M,15,0,15,2.5,12.5
#0009262,3543,1,GLLG066-BKM/DT-S,36,0,36,6,30
#0009263,6122,1,GLLG1828-BK-M,57.16,0,57.16,11.43,45.73
#0009263,6122,1,GLSB017-KH-M,20.84,0,20.84,4.17,16.67
#0009263,6122,1,GLVT026-SBL-S,21.44,0,21.44,4.29,17.15
#0009264,2522,1,GLSB021-PHPM-S,26.31,1.78,24.53,0,24.53
#0009264,2522,1,GLSB021-SD-S,26.31,1.78,24.53,0,24.53
#0009264,2522,1,GLLT026-PWM-S,30.95,2.09,28.86,0,28.86
#0009264,2522,1,GLLT026-SD-S,30.95,2.09,28.86,0,28.86
#0009265,8308,1,GLHD021-RPM-XS,24,0,24,4,20
#0009265,8308,1,GLVT031-BTM-XS,20.8,0,20.8,3.47,17.33
#0009266,4104,1,GMSH022-CHY-M,22.57,2.86,19.71,0,19.71
#0009266,4104,1,GMSH022-SGP-M,22.57,2.86,19.71,0,19.71
#0009266,4104,1,GMST2032-CHY-M,18.81,2.38,16.43,0,16.43
#0009266,4104,1,GMST2032-SGP-M,18.81,2.38,16.43,0,16.43
#0009268,2050,1,GMST056-WBG-XXL,6,0,6,1,5
#0009268,2050,1,GMJG025-BK-XXL,11.4,0,11.4,1.9,9.5
#0009268,2050,1,GMJG030-GLM-XXL,20,0,20,3.33,16.67
#0009269,7216,1,GLLG1830-BKM-XS,31.16,0,31.16,0,31.16
#0009269,7216,1,GLJG007-CHM-XS,10.52,0,10.52,0,10.52
#0009270,4983,1,GLLG015-RPM/PLL-L,14.76,0,14.76,0,14.76
#0009271,7405,1,GMHD022-BK-M,36,3.6,32.4,5.4,27
#0009271,7405,1,GMJG026-BK/GLM-M,36,3.6,32.4,5.4,27
#0009272,6827,1,GLJG1915-ST-M,28,2.8,25.2,4.2,21
#0009273,3949,1,GASB001-BK,5.74,0,5.74,0,5.74
#0009273,3949,1,GMSH006-CHM-M,11.7,0,11.7,0,11.7
#0009273,3949,1,GLLG028-CH/DPK-L,22.93,0,22.93,0,22.93
#0009273,3949,1,GMST032-SMG-M,9.55,0,9.55,0,9.55
#0009275,7922,1,NB2BT001-BK-S,20,2,18,2.99,15.01
#0009275,7922,1,NB2BT001-BK-XS,20,2,18,2.99,15
#0009276,8014,1,GLLG015-DKRM/BSN-M,26.19,0,26.19,4.18,22.01
#0009276,8014,1,GLLG028-CH/DPK-M,21.38,0,21.38,3.41,17.97
#0009277,4084,1,GMJG004-SB-M,37.3,,37.3,5.96,31.35
#0009278,1558,1,GLLG015-SBM/GL-M,32,,32,5.33,26.67
#0009279,5290,1,GLJG007-CPM-S,34.09,0,34.09,0,34.09
#0009280,9398,1,GMLT1948-BK-XL,22,0,22,3.67,18.33
#0009282,3882,1,GMHD014-RD/NV-L,35.49,0,35.49,0,35.49
#0009284,3266,1,GLVT031-SFG-S,7.95,0,7.95,0,7.95
#0009284,3266,1,GLVT1863-DPKM-S,18.7,0,18.7,0,18.7
#0009286,7414,1,GASB001-BK,6.23,0,6.23,0,6.23
#0009286,7414,1,GMJG008-CHM-M,9.35,0,9.35,0,9.35
#0009286,7414,1,GMST034-WGN-M,11.22,0,11.22,0,11.22
#0009286,7414,1,GMST046-BKM-M,9.35,0,9.35,0,9.35
#0009286,7414,1,GMST046-WHM-M,9.35,0,9.35,0,9.35
#0009288,1202,1,GLLG062-BK-S,45,0,45,7.5,37.5
#0009288,1202,1,GLLG1824-PGP/DMG-S,40,0,40,6.67,33.33
#0009289,2031,1,GLHD028-GLM-S,17,0,17,2.83,14.17
#0009290,7126,1,GLLG062-BK-S,46.91,0,46.91,7.82,39.09
#0009291,6729,1,GLLG015-CH/DP-S,28.71,0,28.71,0,28.71
#0009291,6729,1,GLCT009-BKM-S,15.11,0,15.11,0,15.11
#0009292,8044,1,GLLG015-BTM/CP-M,29.05,0,29.05,0,29.05
#0009292,8044,1,GLCT011-TP-S,16.05,0,16.05,0,16.05
#0009292,8044,1,GLLG080-TP-S,32.11,0,32.11,0,32.11
#0009293,3345,1,GLLG1828-ST-S,48.53,0,48.53,7.75,40.78
#0009294,7495,1,GMLS004-GLM-S,17.06,0,17.06,0,17.06
#0009294,7495,1,GMLS004-WH-S,17.06,0,17.06,0,17.06
#0009294,7495,1,GMST026-GLM-S,13.62,0,13.62,0,13.62
#0009295,2455,1,GMHD014-NV/GM-M,35.49,0,35.49,5.92,29.58
#0009296,4541,1,GLLG1829-BK-S,39.26,0,39.26,0,39.26
#0009296,4541,1,GMSH2005-BKM-M,23.56,0,23.56,0,23.56
#0009296,4541,1,GMST1965-BKM-M,23.56,0,23.56,0,23.56
#0009297,1371,1,GLLG1833-DKR-S,48.22,4.82,43.4,6.92,36.48
#0009297,1371,1,GLPO3378-RBK-S,39.46,3.95,35.51,5.67,29.84
#0009298,7978,1,GLLG039-BK-S,35.35,0,35.35,3.22,32.13
#0009298,7978,1,GMSH006-BK-S,19.38,0,19.38,1.76,17.62
#0009298,7978,1,GLSB014-TP-S,30.79,0,30.79,2.8,27.99
#0009299,3205,1,GLLG076-GL-M,32.6,0,32.6,5.21,27.39
#0009300,7584,1,GMJG032-BKM-L,40.12,0,40.12,6.4,33.72
#0009302,2770,1,GLLG026-LG-XS,38,,34.2,5.7,28.5
#0009304,8678,1,GMJG008-BK-M,32,0,32,5.33,26.67
#0009304,8678,1,GMJG008-BK-S,32,0,32,5.33,26.67
#0009307,7867,1,GLLG1828-ST-S,34.43,3.44,30.99,0,30.99
#0009307,7867,1,GLLG015-DPKM/CH-S,20.82,2.08,18.74,0,18.74
#0009308,1141,1,GLLG082-PHC-L,38.19,3.82,34.37,0,34.37
#0009309,7713,1,GMST034-PLGN/WH-L,17.94,0,17.94,2.86,15.08
#0009310,8544,1,GLLG015-GLM/SP-S,32,,32,5.33,26.67
#0009310,8544,1,GMST013-WH-L,12,,12,2,10
#0009311,3748,1,GLJG001-CH/WH-M,26.19,0,26.19,0,26.19
#0009311,3748,1,GLLG003-BK/CO-M,24.94,0,24.94,0,24.94
#0009311,3748,1,GLV001-CG/CO-S,15.03,0,15.03,0,15.03
#0009311,3748,1,GLV001-MG/CG-S,15.03,0,15.03,0,15.03
#0009311,3748,1,GLSB001-CO/CG-S,16.97,0,16.97,0,16.97
#0009311,3748,1,GLSB002-CG/MG-S,15.03,0,15.03,0,15.03
#0009312,3891,1,GWAL-CABL-M,24.99,0,24.99,4.17,20.83
#0009313,6839,1,GMST008-BK/BL-M,27.83,,27.83,4.44,23.38
#0009313,6839,1,GMTK009-BK-M,24.35,,24.35,3.89,20.46
#0009313,6839,1,GMPO002-CHM/GLM/LG-M,50.43,,50.43,8.05,42.38
#0009314,1785,1,GMST2032-BK-L,15.07,2.01,13.06,0,13.06
#0009314,1785,1,GMST3079-BK-L,12.92,1.72,11.2,0,11.2
#0009314,1785,1,GMLT1945-CGN-L,15.07,2.01,13.06,0,13.05
#0009314,1785,1,GMST034-CGN-L,10.76,1.43,9.33,0,9.33
#0009314,1785,1,GMST034-SMGM-L,10.76,1.43,9.33,0,9.33
#0009315,2813,1,GLCT2042-CHM-XL,34.94,0,34.94,0,34.94
#0009315,2813,1,GLJG1914-BK-L,42.7,0,42.7,0,42.7
#0009316,3712,1,GLPO011-DP-M,30.11,0,30.11,0,30.11
#0009316,3712,1,GLLG076-DPL-M,25.81,0,25.81,0,25.81
#0009317,5501,1,GLLG010-MLT-S,31.5,,31.5,5.25,26.25
#0009317,5501,1,GLVT008-WH-S,20,,20,3.33,16.67
#0009318,9724,1,GLLG058-BKM/CH-XS,8.41,0,8.41,0,8.41
#0009318,9724,1,GLLG058-DT/IB-S,8.41,0,8.41,0,8.41
#0009318,9724,1,GLCT009-PHC-XS,9.35,0,9.35,0,9.35
#0009319,9702,1,GLVT037-DT-S,18,0,18,3,15
#0009319,9702,1,GLSB015-DT-M,30,0,30,5,25
#0009319,9702,1,GLLG069-PRT-M,35,0,35,5.83,29.17
#0009320,7965,1,GLHD028-CHM-S,34,3.4,30.6,5.1,25.5
#0009320,7965,1,GLLG015-CHM/PTQ-S,32,3.2,28.8,4.8,24
#0009320,7965,1,GLVT031-BKM-S,26,2.6,23.4,3.9,19.5
#0009321,7320,1,GLLG1830-BKM-S,38.67,0,38.67,0,38.67
#0009321,7320,1,GLLG1842-BSN-S,38.67,0,38.67,0,38.67
#0009321,7320,1,GLCT1846-DPK-S,18.95,0,18.95,0,18.95
#0009321,7320,1,GLCT1851-BK-S,19.33,0,19.33,0,19.33
#0009321,7320,1,GLCT005-PHP/CH-S,30.94,0,30.94,0,30.94
#0009321,7320,1,GLCT019-SFG-S,19.33,0,19.33,0,19.33
#0009322,8822,1,GMST061-CL/WH-XL,21.83,0,21.83,3.49,18.34
#0009322,8822,1,GMST061-WH/CL-XL,21.83,0,21.83,3.49,18.34
#0009323,6256,1,GLLG015-GLM/SP-XS,0,0,0,0,0
#0009324,9077,1,GMLT001-CG/WH-L,0,0,0,0,0
#0009326,1229,1,GLLG016-BKM-XS,40,0,40,6.67,33.33
#0009326,1229,1,GLSH014-BKM/CH-XS,26,0,26,4.33,21.67
#0009327,4821,1,GLLG1931-BK-S,53.85,0,53.85,8.6,45.25
#0009328,7140,1,GLLG1828-ST-S,42.53,0,42.53,8.23,34.3
#0009328,7140,1,GLPO011-GL-S,28.36,0,28.36,5.49,22.87
#0009328,7140,1,GLSB1876-ST-S,28.36,0,28.36,5.49,22.87
#0009328,7140,1,GLLG076-GL-S,28.36,0,28.36,5.49,22.87
#0009329,5725,1,GLLG015-CHM/PTQ-XS,0,0,0,0,0
#0009332,4447,1,GLLG049-BK/BKM-L,40,0,40,6.67,33.33
#0009332,4447,1,GLCT023-BK/GL-M,30,0,30,5,25
#0009332,4447,1,GLLT031-BK/GL-M,30,0,30,5,25
#0009332,4447,1,GLLG079-BK-L,38,0,38,6.33,31.67
#0009332,4447,1,GLLG081-BK-L,32,0,32,5.33,26.67
#0009333,5511,1,GMST042-SB-L,28,0,28,4.67,23.33
#0009333,5511,1,GMST042-SB-XL,28,0,28,4.67,23.33
#0009333,5511,1,GMST052-BKM-L,26,0,26,4.33,21.67
#0009333,5511,1,GMST052-BKM-XL,26,0,26,4.33,21.67
#0009335,6632,1,GLHD021-PTQ-XS,22.95,0,22.95,0,22.95
#0009335,6632,1,GLJG004-BK-S,27.78,0,27.78,0,27.78
#0009335,6632,1,GLSB023-CH/PTQ-S,14.8,0,14.8,0,14.8
#0009335,6632,1,GLLG015-BKM/CH-S,22.95,0,22.95,0,22.95
#0009335,6632,1,GLLG028-CH/PTQ-S,19.02,0,19.02,0,19.02
#0009336,9949,1,GMSH006-CHM-M,20,,20,3.33,16.67
#0009336,9949,1,GMSH006-SB-M,20,,20,3.33,16.67
#0009337,8607,1,GLLG015-PHC-XS,13.75,0,13.75,2.75,11
#0009338,4572,1,GLCT1848-DPKM/CH-XS,18.67,0,18.67,3.5,15.17
#0009339,913,1,GLLG004-BKM/CH-S,37.46,0,37.46,5.98,31.48
#0009340,8497,1,GABG007-BK-OS,14.18,0,14.18,2.65,11.53
#0009340,8497,1,GABG3226-BK/BK-OS,21.27,0,21.27,3.98,17.29
#0009340,8497,1,GMPO1980-BK-M,31.91,0,31.91,5.97,25.94
#0009340,8497,1,GMPO1980-SB-M,31.91,0,31.91,5.97,25.94
#0009340,8497,1,GMSK003-GL-9-12,8.5,0,8.5,1.59,6.91
#0009340,8497,1,GMUW001-BK/BK-M,14.18,0,14.18,2.65,11.53
#0009340,8497,1,GMUW001-DT/BK-M,12.4,0,12.4,2.32,10.08
#0009340,8497,1,GMHD020-BK-M,19.5,0,19.5,3.65,15.85
#0009340,8497,1,GMHD020-SMG-M,19.5,0,19.5,3.65,15.85
#0009340,8497,1,GMST034-SB-M,14.18,0,14.18,2.65,11.53
#0009341,942,1,GLLG016-BKM-M,41.53,,37.38,0,37.38
#0009343,8376,1,GLLG028-BK/WH-M,19.17,0,19.17,0,19.17
#0009344,5476,1,GLLG1830-DPKM-L,32,0,32,5.33,26.67
#0009344,5476,1,GLLG082-GL/CP-L,20,0,20,3.33,16.67
#0009345,3391,1,GLST011-BK-M,19.32,0,19.32,0,19.32
#0009345,3391,1,GLLG014-BK-S,37.15,0,37.15,0,37.15
#0009346,3297,1,GLLG041-BK-S,27.88,0,27.88,0,27.88
#0009346,3297,1,GAWB001-WH,0.76,0,0.76,0,0.76
#0009346,3297,1,GLCT011-CHM-M,18.18,0,18.18,0,18.18
#0009346,3297,1,GLSB008-BK/WH-S,10.61,0,10.61,0,10.61
#0009347,2830,1,GLLG058-BKM/CH-XS,26.79,5.36,21.43,0,21.43
#0009347,2830,1,GMSH021-BK/SL-S,33.49,6.7,26.79,0,26.79
#0009347,2830,1,GLVT031-PLLM-S,25.3,5.06,20.24,0,20.24
#0009347,2830,1,GMHD028-GLM-S,33.49,6.7,26.79,0,26.79
#0009347,2830,1,GLPO006-PTBM-S,31.26,6.25,25.01,0,25.01
#0009347,2830,1,GMST020-BKM-S,32.75,6.55,26.2,0,26.2
#0009348,6860,1,GLSH006-BK/WH-S,20.15,0,20.15,0,20.15
#0009348,6860,1,GLJG010-BK-S,14.72,0,14.72,0,14.72
#0009349,2567,1,GLST004-BK-S,17.62,,17.62,0,17.62
#0009349,2567,1,GLLG004-SBM/RS-S,35.24,,35.24,0,35.24
#0009350,3323,1,GMST003-SBM-S,22.4,,22.4,3.73,18.67
#0009350,3323,1,GMJG008-SB-S,32,,32,5.33,26.67
#0009351,2049,1,GMSR009-SB-M,18,,18,3,15
#0009351,2049,1,GMJG004-GLM-S,23.8,,23.8,3.97,19.83
#0009353,8153,1,GMLS004-BK-S,9,0,9,1.5,7.5
#0009353,8153,1,GMLS004-SMG-M,14.4,0,14.4,2.4,12
#0009353,8153,1,GMLT027-BKM-S,12,0,12,2,10
#0009353,8153,1,GMJG029-BK-S,23.8,0,23.8,3.97,19.83
#0009353,8153,1,GMJG029-GLM-S,20.4,0,20.4,3.4,17
#0009355,1602,1,GMHD012-NV/WH-S,30.49,0,30.49,5.08,25.41
#0009356,8650,1,GLLG049-PHC-S,19.66,1.96,17.7,0,17.7
#0009356,8650,1,GLST013-PHC-S,19.06,1.91,17.15,0,17.15
#0009357,5785,1,GLCT1846-DPK-S,18.73,0,18.73,0,18.73
#0009357,5785,1,GLLG1824-WHKM/BSN-S,38.22,0,38.22,0,38.22
#0009358,5358,1,GMJG008-BK-M,32.04,,32.04,0,32.04
#0009358,5358,1,GMPO007-BK-M,33.64,,33.64,0,33.64
#0009359,4620,1,GLSB023-CH/DPK-S,19.45,0,19.45,1.77,17.68
#0009359,4620,1,GLLG022-CH/DPK-S,27.78,0,27.78,2.53,25.25
#0009360,6640,1,GLLT025-SB-M,19.81,1.98,17.83,0,17.83
#0009360,6640,1,GLST011-BT-M,16.98,1.7,15.28,0,15.28
#0009360,6640,1,GLLG014-RP-M,22.78,2.28,20.5,0,20.5
#0009360,6640,1,GLLG028-BK/WH-M,25.46,2.55,22.91,0,22.91
#0009360,6640,1,GLCT003-CHM-M,14.85,1.49,13.36,0,13.36
#0009360,6640,1,GLPO009-BK-M,29.71,2.97,26.74,0,26.75
#0009362,2199,1,GAWB001-GBL,1.58,,1.5,0,1.5
#0009362,2199,1,GAWB001-WH,1.58,,1.5,0,1.5
#0009362,2199,1,GMTK021-BKM-L,27.74,,26.2,0,26.2
#0009362,2199,1,GMTK021-WHM-L,27.74,,26.2,0,26.2
#0009362,2199,1,GMUW002-BK/GBL/MG-M,19.02,,17.97,0,17.97
#0009362,2199,1,GMASK003-BK,9.51,,8.98,0,8.98
#0009362,2199,1,GMJG008-BK-M,31.7,,29.94,0,29.94
#0009362,2199,1,GMLT009-BKM-L,23.77,,22.45,0,22.45
#0009363,1857,1,GLHD030-CPM-L,25.46,0,25.46,0,25.46
#0009363,1857,1,GLHD030-CPM-M,25.46,0,25.46,0,25.46
#0009363,1857,1,GLHD030-PLLM-L,25.46,0,25.46,0,25.46
#0009363,1857,1,GLCT009-PHPM-L,24.24,0,24.24,0,24.24
#0009363,1857,1,GLCT009-PTQM-L,24.24,0,24.24,0,24.24
#0009363,1857,1,GLPO006-BK-M,25.46,0,25.46,0,25.46
#0009364,5024,1,GMSR009-WH-S,17.2,,17.2,0,17.2
#0009364,5024,1,GMTK008-GBLM-S,13.68,,13.68,0,13.68
#0009365,228,1,GMSH007-BK/BL-S,16.8,,16.8,2.8,14
#0009365,228,1,GMSH007-SB/GL-S,16.8,,16.8,2.8,14
#0009365,228,1,GMTK001-WH/BK-S,14,,14,2.33,11.67
#0009365,228,1,GMST017-PTM-S,22.4,,22.4,3.73,18.67
#0009365,228,1,GMJG009-NV-S,17,,17,2.83,14.17
#0009365,228,1,GMJG010-BK/GBL-S,25.2,,25.2,4.2,21
#0009366,7695,1,GLLG079-STM-XS,38,0,38,6.33,31.67
#0009368,1521,1,GMSH007-SB/GL-L,24,,24,4,20
#0009370,8010,1,GMSH025-BKM-L,19.38,0,19.38,0,19.38
#0009370,8010,1,GMSH2013-WGNM-L,19.38,0,19.38,0,19.38
#0009371,6677,1,GLSB005-BLB-S,24,,24,4,20
#0009371,6677,1,GLSB005-CB-S,24,,24,4,20
#0009372,6042,1,GLHD026-BK-S,18.15,0,18.15,0,18.15
#0009372,6042,1,GLLG048-SL-S,24.2,0,24.2,0,24.2
#0009372,6042,1,GMPO015-CHM-L,32.82,0,32.82,0,32.82
#0009372,6042,1,GLVT034-DP-S,12.86,0,12.86,0,12.86
#0009372,6042,1,GMST035-PT/CH-L,13.61,0,13.61,0,13.61
#0009372,6042,1,GLLG035-PHP/CH-S,26.47,0,26.47,0,26.47
#0009372,6042,1,GMJG025-CHM-L,25.41,0,25.41,0,25.41
#0009373,4246,1,GLJG1917-SLD-S,34.51,0,34.51,0,34.51
#0009374,2869,1,GLLG1829-DPK-S,33.95,0,33.95,3.08,30.87
#0009374,2869,1,GMTK011-SLD-M,8.49,0,8.49,0.77,7.72
#0009374,2869,1,GMHD020-CHM-M,16.97,0,16.97,1.54,15.43
#0009374,2869,1,GLSB1876-DPK-S,24.89,0,24.89,2.26,22.63
#0009375,6486,1,GMTK013-BK-L,30.29,4.54,25.75,0,25.75
#0009377,7576,1,GLLG052-BK-S,38,0,38,6.33,31.67
#0009378,9779,1,GMLT022-BK-L,33.46,0,33.46,6.69,26.77
#0009378,9779,1,GMLT030-BKM-L,38.24,0,38.24,7.65,30.59
#0009378,9779,1,GMST032-BK-L,21.04,0,21.04,4.21,16.83
#0009378,9779,1,GMJG029-BK-L,37.65,0,37.65,7.53,30.12
#0009379,8708,1,GMSH024-NSP-M,9.74,0,9.74,0,9.74
#0009379,8708,1,GMSR020-SLD-M,7.01,0,7.01,0,7.01
#0009379,8708,1,GMTK023-BK-L,8.57,0,8.57,0,8.57
#0009381,3607,1,GMJG008-CHM-L,9.35,0,9.35,0,9.35
#0009381,3607,1,GMST052-VKM-L,8.18,0,8.18,0,8.18
#0009381,3607,1,GMST056-BK-L,5.61,0,5.61,0,5.61
#0009381,3607,1,GMLT027-CHM-L,7.48,0,7.48,0,7.48
#0009381,3607,1,GMLT029-BK-L,7.48,0,7.48,0,7.48
#0009382,256,1,GMLT012-WHM-M,35.18,0,35.18,5.62,29.56
#0009382,256,1,GMPO004-GLM-M,19.35,0,19.35,3.09,16.26
#0009383,3633,1,GMPO009-GLM-M,28.83,0,28.83,5.77,23.06
#0009383,3633,1,GMST019-SLD-M,20.18,0,20.18,4.04,16.14
#0009383,3633,1,GMJG029-AEB-L,36.24,0,36.24,7.25,28.99
#0009384,9679,1,GMTK017-BK-L,10.79,0,10.79,0,10.79
#0009384,9679,1,GMLT017-BK-L,12.95,0,12.95,0,12.95
#0009384,9679,1,GMLT017-GLM-L,12.95,0,12.95,0,12.95
#0009384,9679,1,GMST026-BK-L,12.23,0,12.23,0,12.23
#0009385,7913,1,GLSB016-PHP/CH-S,14,1.4,12.6,2.1,10.5
#0009385,7913,1,GLLG035-PHP/CH-S,20,2,18,3,15.01
#0009386,6107,1,GMJG004-BK-S,36.51,0,36.51,0,36.51
#0009387,9423,1,GLLG1830-BKM-S,55.12,0,55.12,11.02,44.1
#0009388,6745,1,GMST010-WH-S,14.59,,14.59,0,14.59
#0009389,6640,1,GLVT033-PTB-S,19.18,0,19.18,0,19.18
#0009389,6640,1,GLVT024-BK-S,16.23,0,16.23,0,16.23
#0009390,1622,1,GMJG008-GLM-L,32,3.2,28.8,4.79,24
#0009390,1622,1,GMPO005-SMGM-L,35,3.5,31.5,5.24,26.26
#0009391,9253,1,GLBT002-BK-M,9.35,0,9.35,0,9.35
#0009391,9253,1,GLBB002-BK-M,7.01,0,7.01,0,7.01
#0009392,5005,1,GLLG015-KH/SD-S,28.35,0,28.35,0,28.35
#0009392,5005,1,GLJG004-KH-M,34.32,0,34.32,0,34.32
#0009392,5005,1,GLLG015-BKM/BK-S,28.35,0,28.35,0,28.35
#0009392,5005,1,GLJG010-BK-M,28.35,0,28.35,0,28.35
#0009392,5005,1,GLPO007-BK-M,37.3,0,37.3,0,37.3
#0009392,5005,1,GLPO007-KHM-M,37.3,0,37.3,0,37.3
#0009393,5206,1,GMJK009-WGN-M,38.58,0,38.58,6.16,32.42
